clue_id,answer,difficulty,score,action,flags,old_clue_text,sanitized_clue_text
tr_kw_3560,TEKERLEK,hard,78,KEEP,"","Arabanın gidip sürtünme dönme hareket icadı kauçuk lastik falan icadı vs dairesel şey / Lastik vs / TEKER VS / TEKER: 5 H","Arabanın gidip sürtünme dönme hareket icadı kauçuk lastik falan icadı vs dairesel şey / Lastik vs / TEKER VS / TEKER: 5 H"
tr_kw_3561,LASTİK,medium,78,KEEP,"","Kauçuk dan erin yapılmış esnke gerilgen uçucu siyah sarmal arabın siyah teker ve donlara takınan esnek ip dokum","Kauçuk dan erin yapılmış esnke gerilgen uçucu siyah sarmal arabın siyah teker ve donlara takınan esnek ip dokum"
tr_kw_3562,FREN,easy,66,KEEP,"CLUE_CONTAINS_ANSWER","Aracın veya bisiklet ve haraket ivmesini vites diski zıt fren vs balata la ile durmasını ve fren pedal durak yavaşlatan mekanizma araç pedal / frene bastı (vb vb)","Aracın veya bisiklet ve haraket ivmesini vites diski zıt fren vs balata la ile durmasını ve fren pedal durak yavaşlatan mekanizma araç pedal / frene bastı (vb vb)"
tr_kw_3563,VİTES,medium,70,KEEP,"HIGH_ENTROPY_RANDOM","Arabada debriyaja vb basıp vitese filan hızı yokuşu vb göre vitesi koluna vites geçiş , 1-2-3 diye hız vitesini şanzıman ayarlayan araba topuzu vb hız çubuğu ayar gücü","Arabada debriyaja vb basıp vitese filan hızı yokuşu vb göre vitesi koluna vites geçiş , 1-2-3 diye hız vitesini şanzıman ayarlayan araba topuzu vb hız çubuğu ayar gücü"
tr_kw_3564,GAZ,easy,78,KEEP,"","Arabada yakıt ile çok hızla ilerlemesini pedala verince motor vınn diye vs devrini artıran güç pedal sistemi (vs akışkan veya yellenme de olur hava buhar hal madde yakıcı )","Arabada yakıt ile çok hızla ilerlemesini pedala verince motor vınn diye vs devrini artıran güç pedal sistemi (vs akışkan veya yellenme de olur hava buhar hal madde yakıcı )"
tr_kw_3565,AKÜ,easy,66,KEEP,"CLUE_CONTAINS_ANSWER","Arabaya marş elektrik voltu vurduran kara kutu şarj enerjili akümülatör depolama akı şeysi batarya (3 harf)","Arabaya marş elektrik voltu vurduran kara kutu şarj enerjili akümülatör depolama akı şeysi batarya (3 harf)"
tr_kw_3566,MARŞ,easy,63,KEEP,"TOKEN_REPETITION","Arabaya kontakla verilen ilk elektrik vs çevrimi motor hareketi (Veya İstiklal şarkı da vs ) veya yürüyüşü vs vs","Arabaya kontakla verilen ilk elektrik vs çevrimi motor hareketi (Veya İstiklal şarkı da vs ) veya yürüyüşü vs vs"
tr_kw_3567,FAR,easy,78,KEEP,"","Arabanın önünü geceleri aydınlık kısa ve uzun hüzmeli vs göz aydınlatan sarmal lâmba şeysi feneri projektör cam","Arabanın önünü geceleri aydınlık kısa ve uzun hüzmeli vs göz aydınlatan sarmal lâmba şeysi feneri projektör cam"
tr_kw_3568,SİLECEK,medium,78,KEEP,"","Camdaki döküntü karı pisliği yağmuru veya karlı silen silecek cam yelpaze gibi vb silecek silgi plastik kol metal","Camdaki döküntü karı pisliği yağmuru veya karlı silen silecek cam yelpaze gibi vb silecek silgi plastik kol metal"
tr_kw_3569,BAGAJ,medium,66,KEEP,"CLUE_CONTAINS_ANSWER","Arabada vb eşyanın valizlerin konulduğu ve kapaklı vb büyük hacim arka vb bagaj yüklük depo kapağı / (vb depo) valiz taşımalık","Arabada vb eşyanın valizlerin konulduğu ve kapaklı vb büyük hacim arka vb bagaj yüklük depo kapağı / (vb depo) valiz taşımalık"
tr_kw_3570,KAPUTA,hard,66,KEEP,"CLUE_CONTAINS_ANSWER","Açıp arabda motorun bakım ve sarmal suyuna yağ kontrol kaput vs (kaput kaput bezi vs : 5 KAPUT vb (6 olmaz vs KAMYON vb KAPUTA =? ""KAPUT"" yap.))","Açıp arabda motorun bakım ve sarmal suyuna yağ kontrol kaput vs (kaput kaput bezi vs : 5 KAPUT vb (6 olmaz vs KAMYON vb KAPUTA =? ""KAPUT"" yap.))"
tr_kw_3571,KAPUT,medium,78,KEEP,"","Tepesindeki ocağı vb arabada motorun kapak sacı vs dış teneke vs veya çok kaba kalın asker paltosu vb anlamlı vs giysi koruma zırh kapak kalkan gibi yer örtü bezi","Tepesindeki ocağı vb arabada motorun kapak sacı vs dış teneke vs veya çok kaba kalın asker paltosu vb anlamlı vs giysi koruma zırh kapak kalkan gibi yer örtü bezi"
tr_kw_3572,TAMPON,medium,51,REVIEW,"CLUE_CONTAINS_ANSWER; TOKEN_REPETITION","Otomobilin önden vs veya araka vurma hasar koruyan darbe alıcı süspansiyon sert plastik vb sönümcü koruma tamponlama filan vb veya pamuk (sağlık kan vb tampon yap vb )","Otomobilin önden vs veya araka vurma hasar koruyan darbe alıcı süspansiyon sert plastik vb sönümcü koruma tamponlama filan vb veya pamuk (sağlık kan vb tampon yap vb )"
tr_kw_3573,AYNA,easy,66,KEEP,"CLUE_CONTAINS_ANSWER","Araçta yanlardan arka trafik görmeyi vs saç taramayı da yapan kırılan şey sırmalı yansıtıcı yüzey cam şeyss (ev eşyası aynayla aynı eş vb çakışık vs ama kategori oto vs farklı)","Araçta yanlardan arka trafik görmeyi vs saç taramayı da yapan kırılan şey sırmalı yansıtıcı yüzey cam şeyss (ev eşyası aynayla aynı eş vb çakışık vs ama kategori oto vs farklı)"
tr_kw_3574,SİNYAL,medium,78,KEEP,"","Araç sinyallerin dönerken yanan ışık ikazla yön vs sinyali lambası flaşör tık tık sesi / bildiri haber sarmal işareti radar seste sarmal vs radyo iz vb (çakışık ama fena değil vs)","Araç sinyallerin dönerken yanan ışık ikazla yön vs sinyali lambası flaşör tık tık sesi / bildiri haber sarmal işareti radar seste sarmal vs radyo iz vb (çakışık ama fena değil vs)"
tr_kw_3575,KORNA,easy,66,KEEP,"CLUE_CONTAINS_ANSWER","Arabadan veya düt didit uyarı yayaların ve trafikde vb kaza çarpma vs basılan ses çıkartı ikaz siren direksiyon ortası korna kornası alet ciyak ciyak gürültü ikaz (uzun)","Arabadan veya düt didit uyarı yayaların ve trafikde vb kaza çarpma vs basılan ses çıkartı ikaz siren direksiyon ortası korna kornası alet ciyak ciyak gürültü ikaz (uzun)"
tr_kw_3576,YOL,easy,51,REVIEW,"CLUE_CONTAINS_ANSWER; TOKEN_REPETITION","Üzerine araba vs basıp geçilen vs asfalto patika vs gidilen geçilen vb amaç gidişi sokak cadde yol yolcu rotası yöntem vs vb","Üzerine araba vs basıp geçilen vs asfalto patika vs gidilen geçilen vb amaç gidişi sokak cadde yol yolcu rotası yöntem vs vb"
tr_kw_3577,CADDE,medium,66,KEEP,"CLUE_CONTAINS_ANSWER","Daha işlek kalabalık arabaların ev mağaza dolu çok uzun ana cadde , bulvaz altı geniş geçit , cadde / daha lüx yoğun yaya yolu dükkan sokağı vb vs","Daha işlek kalabalık arabaların ev mağaza dolu çok uzun ana cadde , bulvaz altı geniş geçit , cadde / daha lüx yoğun yaya yolu dükkan sokağı vb vs"
tr_kw_3578,SOKAK,easy,66,KEEP,"CLUE_CONTAINS_ANSWER","Caddenin daha kuytuda mahalle ev önü kapısı vs yolcuk dar sokağı / sarsak vs sokak","Caddenin daha kuytuda mahalle ev önü kapısı vs yolcuk dar sokağı / sarsak vs sokak"
tr_kw_3579,BULVAR,medium,66,KEEP,"CLUE_CONTAINS_ANSWER","Şehir işlek geniş , caddenin ağaçlı da olanı ve devasa trafik ana uzun bulvar sokağı atardamarı genelde gidiş gelişli ortası refüj vb büyük caddesi","Şehir işlek geniş , caddenin ağaçlı da olanı ve devasa trafik ana uzun bulvar sokağı atardamarı genelde gidiş gelişli ortası refüj vb büyük caddesi"
tr_kw_3580,MEYDAN,medium,51,REVIEW,"CLUE_CONTAINS_ANSWER; TOKEN_REPETITION","Şehrin heykeli vs olan cami vs geniş kalabalık hınca hınç vs açık toplanma büyük sahası açık düz geniş kutlama açık gök alanı meydanı er alanı vs alanı falan filan","Şehrin heykeli vs olan cami vs geniş kalabalık hınca hınç vs açık toplanma büyük sahası açık düz geniş kutlama açık gök alanı meydanı er alanı vs alanı falan filan"
tr_kw_3581,PARK,easy,78,KEEP,"","Çocuk kaydırak havuz ağaç vs şehirde küçük doğa piknik vb temiz hava ve spor çekirdek gezinti açık ağaçlı kamu sokağı alan dinlence yeri bahçesi ormancığı vb bahçe arazisi","Çocuk kaydırak havuz ağaç vs şehirde küçük doğa piknik vb temiz hava ve spor çekirdek gezinti açık ağaçlı kamu sokağı alan dinlence yeri bahçesi ormancığı vb bahçe arazisi"
tr_kw_3582,BİNA,easy,78,KEEP,"","Yapı olan inşa edilen dikilen beton ya taş tuğla konut işyeri inşaatı tamamlanmış bina apartman okul hastane filan yapısal mimari mühendislik yükselen şeye (ve yapı dikit vs)","Yapı olan inşa edilen dikilen beton ya taş tuğla konut işyeri inşaatı tamamlanmış bina apartman okul hastane filan yapısal mimari mühendislik yükselen şeye (ve yapı dikit vs)"
tr_kw_3583,EV,easy,78,KEEP,"","İnsani sığınılan uyunan vb dinleninen ailenin yuvası konut , hane yuva vs bark binaların özel mesken konaklanan kısmı vs vb falan oda takımı eşya dizi yeri","İnsani sığınılan uyunan vb dinleninen ailenin yuvası konut , hane yuva vs bark binaların özel mesken konaklanan kısmı vs vb falan oda takımı eşya dizi yeri"
tr_kw_3584,KAPI,easy,78,KEEP,"","Evin odanın dış dünyaya geçit koluyla çeklip kilidi olan vs çerçeveli ahşap kapayan menteseli kanat girişi dış geçit aralığı giren geçiş güvenlik tahta engel","Evin odanın dış dünyaya geçit koluyla çeklip kilidi olan vs çerçeveli ahşap kapayan menteseli kanat girişi dış geçit aralığı giren geçiş güvenlik tahta engel"
tr_kw_3585,PENCERE,medium,63,KEEP,"OVERLY_LONG_CLUE","Odaya havalandırmak koku vs güneş ışın camlı sarmal manzaraya panjurlu pervazı olan çerçeveli duvarda oyuk açılan vb şofben filan camlı havalandırma boşluk çıkış kısmı kapalı veya aydınlatma","Odaya havalandırmak koku vs güneş ışın camlı sarmal manzaraya panjurlu pervazı olan çerçeveli duvarda oyuk açılan vb şofben filan camlı havalandırma boşluk çıkış kısmı kapalı veya aydınlatma"
tr_kw_3586,PERDE,easy,36,REMOVE_CANDIDATE,"CLUE_CONTAINS_ANSWER; OVERLY_LONG_CLUE; TOKEN_REPETITION","Evin pencerden ışığı güneşi gece gözükmeyi vs vs sarnak vs kesmek çeken jaluzi tül vs olan kumaş kalın vb astarlı dikey kumaş örtme kumaşı vs (gözsürgüsü tiyatro 1nzi perde vs sahne tülü engel kapanma","Evin pencerden ışığı güneşi gece gözükmeyi vs vs sarnak vs kesmek çeken jaluzi tül vs olan kumaş kalın vb astarlı dikey kumaş örtme kumaşı vs (gözsürgüsü tiyatro 1nzi perde vs sahne tülü engel kapanma"
tr_kw_3587,DUVAR,easy,78,KEEP,"","Evin vs dış etrafta tula bş vb odalrı yalıtım vs veya sarmallayıp tavanı omuzlayan dik örme beton taş engeller setler dikit hat sıvalı örülmüş ayırıcı blok engel sarmalı","Evin vs dış etrafta tula bş vb odalrı yalıtım vs veya sarmallayıp tavanı omuzlayan dik örme beton taş engeller setler dikit hat sıvalı örülmüş ayırıcı blok engel sarmalı"
tr_kw_3588,ÇATI,easy,78,KEEP,"","Evi yagmur kardan kirenirle vb örtüp vs akmayı tepe üçgen koruma saçak filan olan en üst vs izolasyon dikme tepe kafa üst tumba örtüsü ahşap tepelilik tepelik iskelet yapuı bitimi","Evi yagmur kardan kirenirle vb örtüp vs akmayı tepe üçgen koruma saçak filan olan en üst vs izolasyon dikme tepe kafa üst tumba örtüsü ahşap tepelilik tepelik iskelet yapuı bitimi"
tr_kw_3589,TAVAN,easy,66,KEEP,"CLUE_CONTAINS_ANSWER","Bina odasının en üst vb ampulün avizenin asıldığı tepe baş tavan vs düz tavan sıvmalı olan beyaz sınır vb kısım oda tepsi","Bina odasının en üst vb ampulün avizenin asıldığı tepe baş tavan vs düz tavan sıvmalı olan beyaz sınır vb kısım oda tepsi"
tr_kw_3590,TABAN,easy,78,KEEP,"","Ayağı bastığı halı serili laminat tahta parke vs odanın yer serili en alt kısmı zemin basamak dip filan vs veya ayakta alt vb köselesi ucu ayakkabının","Ayağı bastığı halı serili laminat tahta parke vs odanın yer serili en alt kısmı zemin basamak dip filan vs veya ayakta alt vb köselesi ucu ayakkabının"
tr_kw_3591,MERDİVEN,medium,63,KEEP,"OVERLY_LONG_CLUE","Katlar veya çıkılck tepe vb ağaç vs adım adım basamakla sarmal dizilen veya uzun tahta çift metal inip tırmanma vs dikilerek inip çıkılan şiftli vs inme çıkmak aleti geçit rampa basamağı merdiven","Katlar veya çıkılck tepe vb ağaç vs adım adım basamakla sarmal dizilen veya uzun tahta çift metal inip tırmanma vs dikilerek inip çıkılan şiftli vs inme çıkmak aleti geçit rampa basamağı merdiven"
tr_kw_3592,ASANSÖR,medium,78,KEEP,"","Katlara inme işini yürümek vb değil halat düğme vb sistem motor kutu ile saniyede çıkaran otomatik inçık makine cihaz elektrik falan götüren taşıyıcı dikey çekici","Katlara inme işini yürümek vb değil halat düğme vb sistem motor kutu ile saniyede çıkaran otomatik inçık makine cihaz elektrik falan götüren taşıyıcı dikey çekici"
tr_kw_3593,ELEKTRİK,medium,78,KEEP,"","Evin ampülünü beyaz yakn , tv vb açan , şarj veren çarpınca ölen vs tehlikeli icat fişte olan , aydınlanan cereyan kabloda akan ebedi mucize akım kuvvet vb fiziki gerilim vs gücü","Evin ampülünü beyaz yakn , tv vb açan , şarj veren çarpınca ölen vs tehlikeli icat fişte olan , aydınlanan cereyan kabloda akan ebedi mucize akım kuvvet vb fiziki gerilim vs gücü"
tr_kw_3594,SU,easy,51,REVIEW,"CLUE_SPAM_LONG; OVERLY_LONG_CLUE","Musluktan berrak akınla vs el yıkanan vs hayat veren banyo susuzluğu filan çare berrak şarıl damla renksiz tatsız filan içki nem hayati nem cefa ve ıslaklık likit sıvı sıvı madde (3 harf vevs çok çıktı SU)","Musluktan berrak akınla vs el yıkanan vs hayat veren banyo susuzluğu filan çare berrak şarıl damla renksiz tatsız filan içki nem hayati nem cefa ve ıslaklık likit sıvı sıvı madde (3 harf vevs çok çıktı SU)"
tr_kw_3595,TUZ,easy,51,REVIEW,"CLUE_CONTAINS_ANSWER; OVERLY_LONG_CLUE","Deniz ve gn vs yemekde falan tatsızlığa eklenen vs kaya peme vs tansiyon falan yapa minik beyaz ufak ve eriyen eken tuz yemeğe eksiği hissetilen dirlik tatlandırıcı kimya gıda ve (hali vs)","Deniz ve gn vs yemekde falan tatsızlığa eklenen vs kaya peme vs tansiyon falan yapa minik beyaz ufak ve eriyen eken tuz yemeğe eksiği hissetilen dirlik tatlandırıcı kimya gıda ve (hali vs)"
tr_kw_3596,ŞEKER,easy,78,KEEP,"","Çaya veya panke vb tatlı bittir vs yapan çok tatlı atıştırmlıkta ve küp şeklinde pancardan falan tatlı dıgı ve zıt tat lı zehri olarak da vb enerji vb çok tad beyaz glikoz vs ve vs","Çaya veya panke vb tatlı bittir vs yapan çok tatlı atıştırmlıkta ve küp şeklinde pancardan falan tatlı dıgı ve zıt tat lı zehri olarak da vb enerji vb çok tad beyaz glikoz vs ve vs"
tr_kw_3597,UN,easy,55,REVIEW,"OVERLY_LONG_CLUE; HIGH_ENTROPY_RANDOM","Buğdayın mısırın incecik toz şeklinde değirmende bembeyaz börek ekmek su mayayla duman vs hamuru yaratan tozu başak özü (2 HArf sığmaza script engeller ... UN diyelim) / UN 2 Harfli HATA VAR: SİLDİM","Buğdayın mısırın incecik toz şeklinde değirmende bembeyaz börek ekmek su mayayla duman vs hamuru yaratan tozu başak özü (2 HArf sığmaza script engeller ... UN diyelim) / UN 2 Harfli HATA VAR: SİLDİM"
tr_kw_3598,YAĞ,easy,66,KEEP,"CLUE_CONTAINS_ANSWER","Sıvı ayçiçek altın gibi zeytin mısır vb zeytinden tere inekden falan elde kzdırılan tavadki ve kaygan sürtünme yağ motor yemek filan vs (3 Harfli. vs) / Tümü easy olsun vb","Sıvı ayçiçek altın gibi zeytin mısır vb zeytinden tere inekden falan elde kzdırılan tavadki ve kaygan sürtünme yağ motor yemek filan vs (3 Harfli. vs) / Tümü easy olsun vb"
tr_kw_3599,AŞ,easy,70,KEEP,"HIGH_ENTROPY_RANDOM","Yemek çorba pişen vs Anadolu ağzında pişmiş gıdaya aşa denin veya sıcak yemek (2 Harf). YEMEK (5Harf). AŞI (3 Harf)","Yemek çorba pişen vs Anadolu ağzında pişmiş gıdaya aşa denin veya sıcak yemek (2 Harf). YEMEK (5Harf). AŞI (3 Harf)"
tr_kw_3600,YEMEK,easy,24,REMOVE_CANDIDATE,"CLUE_CONTAINS_ANSWER; CLUE_SPAM_LONG; OVERLY_LONG_CLUE; TOKEN_REPETITION","Aş tencere tabakta vs veya restoran vb de sunum karın doyuran vs mide beslenen lokanta şey lüpletile rızık nesne vb ve vs porsiyon (veya yutmak filan vb veya yemek filan yutma zıkkım midedi eylem vs ) / (5 Harf)","Aş tencere tabakta vs veya restoran vb de sunum karın doyuran vs mide beslenen lokanta şey lüpletile rızık nesne vb ve vs porsiyon (veya yutmak filan vb veya yemek filan yutma zıkkım midedi eylem vs ) / (5 Harf)"
tr_kw_3601,İÇMEK,easy,78,KEEP,"","Şıra suyu kola sıvı süt fincan kahve su filn vs bardağı dudak vs lüpletme mideye indirme lıkır lıkır yutma haraketi midede akış sıvı sıvıyaş durumu / (5 Harf)","Şıra suyu kola sıvı süt fincan kahve su filn vs bardağı dudak vs lüpletme mideye indirme lıkır lıkır yutma haraketi midede akış sıvı sıvıyaş durumu / (5 Harf)"
tr_kw_3602,KOKLAMAK,medium,55,REVIEW,"OVERLY_LONG_CLUE; HIGH_ENTROPY_RANDOM","Çiçeği parfümü vs veya gazı vb derinden burnuna içine alıp havayla vs içine burnundan süzdürüp oh be falan kokuyu alma eylemi esansı vs fark hissiyat ciyeri ciyer / (8 HARFLİ ÇOK UZUN ... ) KOKU (4 Harf). KOKU diyelim","Çiçeği parfümü vs veya gazı vb derinden burnuna içine alıp havayla vs içine burnundan süzdürüp oh be falan kokuyu alma eylemi esansı vs fark hissiyat ciyeri ciyer / (8 HARFLİ ÇOK UZUN ... ) KOKU (4 Harf). KOKU diyelim"
tr_kw_3603,KOKU,easy,58,REVIEW,"CLUE_CONTAINS_ANSWER; HIGH_ENTROPY_RANDOM","Gözle görülmeyen burna gelen pis güzel parfüm soğan ter vs vs cıkarma vs duman yayılım burun algısı hissi etref parfümsü esans ve koku leş rayiha his (4 Harf)","Gözle görülmeyen burna gelen pis güzel parfüm soğan ter vs vs cıkarma vs duman yayılım burun algısı hissi etref parfümsü esans ve koku leş rayiha his (4 Harf)"
tr_kw_3604,TAT,easy,66,KEEP,"CLUE_CONTAINS_ANSWER","Acıç tatlı ekşi dil ucunda mayhoş filan bırakılan hoşa gidicilik vs algı damağın aldığı hissi aroma lezzet neva hiss (3 Harf)","Acıç tatlı ekşi dil ucunda mayhoş filan bırakılan hoşa gidicilik vs algı damağın aldığı hissi aroma lezzet neva hiss (3 Harf)"
tr_kw_3605,HİS,easy,70,KEEP,"HIGH_ENTROPY_RANDOM","Dokunma duygusal vb kalbe giren soğuk korku vs ürperrti sevinç dokunma ve rüya piskoloji hissetme sezgi duyu sezi acı vb algı vb vs işleri (3 Harf)","Dokunma duygusal vb kalbe giren soğuk korku vs ürperrti sevinç dokunma ve rüya piskoloji hissetme sezgi duyu sezi acı vb algı vb vs işleri (3 Harf)"
tr_kw_3606,SES,easy,63,KEEP,"OVERLY_LONG_CLUE","Kulaktada tv falan gitar kuş insansı doğa cızırtı fln patlama anı duyumla vs tınlamalı dalga iletkenliği fiziksel kulağın his algısı feryat vb vız hava titremesi ciyyak avaz gürleyiş (3 harf )","Kulaktada tv falan gitar kuş insansı doğa cızırtı fln patlama anı duyumla vs tınlamalı dalga iletkenliği fiziksel kulağın his algısı feryat vb vız hava titremesi ciyyak avaz gürleyiş (3 harf )"
tr_kw_3607,RENK,easy,51,REVIEW,"CLUE_SPAM_LONG; OVERLY_LONG_CLUE","Mavi pembe yeşil kara beyaz sarı açık kızıl vs yansıma cismin üzerine vb yansıyan vizyonel ayırd edici farklı fırça vb boyası vs pigment boyası göz vizyon yansıması tayf ışığı spektrum ayrım vs optik algı özelliği hal falan (4 Harf )","Mavi pembe yeşil kara beyaz sarı açık kızıl vs yansıma cismin üzerine vb yansıyan vizyonel ayırd edici farklı fırça vb boyası vs pigment boyası göz vizyon yansıması tayf ışığı spektrum ayrım vs optik algı özelliği hal falan (4 Harf )"
tr_kw_3608,IŞIK,easy,51,REVIEW,"CLUE_SPAM_LONG; OVERLY_LONG_CLUE","Güneşden mumdan florasandan veya fenden fener dwn zifiri delmek odayı göstermek görmemize neden yarar feryanlı yayılım vs elektromanyetik beyaz karanlığın zıddı yayılan aydınlanan foton veya hüzmi vb nur aydınlanım eksi fener falan ampulü aydınlığı (4 harf)","Güneşden mumdan florasandan veya fenden fener dwn zifiri delmek odayı göstermek görmemize neden yarar feryanlı yayılım vs elektromanyetik beyaz karanlığın zıddı yayılan aydınlanan foton veya hüzmi vb nur aydınlanım eksi fener falan ampulü aydınlığı (4 harf)"
tr_kw_3609,ATEŞ,easy,63,KEEP,"OVERLY_LONG_CLUE","Odun kömür benzin yanması ile çıkan oksijen vb tepkiyle çakmak kıvılcım vb kor hali , ısı yayılan parlak yakıcı lav volkan ısı duman ve kül oluşturan reaksiyon ısınma yakan nesne harlanmış tutuşum yangı alev sıcaklık falan ve hasta (4 hrff )","Odun kömür benzin yanması ile çıkan oksijen vb tepkiyle çakmak kıvılcım vb kor hali , ısı yayılan parlak yakıcı lav volkan ısı duman ve kül oluşturan reaksiyon ısınma yakan nesne harlanmış tutuşum yangı alev sıcaklık falan ve hasta (4 hrff )"
tr_kw_3610,ISI,easy,51,REVIEW,"CLUE_CONTAINS_ANSWER; OVERLY_LONG_CLUE","Sıvaklık Soğukluk vb termometre vb güneş kaloriferden yükselme falan eksi derece ölçü enerjisi transferi falan fırın vb bedel / ısınma / kalorifik (3 Harf). / Sıcaklık / derece harerat (3 harf ISI) /","Sıvaklık Soğukluk vb termometre vb güneş kaloriferden yükselme falan eksi derece ölçü enerjisi transferi falan fırın vb bedel / ısınma / kalorifik (3 Harf). / Sıcaklık / derece harerat (3 harf ISI) /"
tr_kw_3611,SU,easy,55,REVIEW,"OVERLY_LONG_CLUE; HIGH_ENTROPY_RANDOM","Dünya yerküreninde yarısından gölden filan yagmurdan denizin çeşme bedenden filan 2h 1oks saf hayat vs hayati falan damacana falan yaşatıcı sıvı ter vb sıvı şey . Vb 2 Harf hata olur mu? (2. Kex çıktı olsun)","Dünya yerküreninde yarısından gölden filan yagmurdan denizin çeşme bedenden filan 2h 1oks saf hayat vs hayati falan damacana falan yaşatıcı sıvı ter vb sıvı şey . Vb 2 Harf hata olur mu? (2. Kex çıktı olsun)"
tr_kw_3612,TOPRAK,easy,51,REVIEW,"CLUE_SPAM_LONG; OVERLY_LONG_CLUE","Bitkini bostanın ekildiği çamur ve toz mezarlık kahverengi yüzeyi dünya kara yer altı üstü cılız kil vb maden ana humuslu vatan arazi vs doğa yerkürek parça miktar vb verimli kükürt kahve kara zemin parçacı bitki biten yetişen üst vs","Bitkini bostanın ekildiği çamur ve toz mezarlık kahverengi yüzeyi dünya kara yer altı üstü cılız kil vb maden ana humuslu vatan arazi vs doğa yerkürek parça miktar vb verimli kükürt kahve kara zemin parçacı bitki biten yetişen üst vs"
tr_kw_3613,ÇAMUR,easy,63,KEEP,"OVERLY_LONG_CLUE","Yağmur yağınca kütle vs toprağa eklince suyu bulanık kaygan vıcık balçık leke arabaya sıçrayan iğrenç kirletti kıvamlı balçık sıvalık çömlek batağan harç materyal cıvık madde şekil vs (5 hrfa)","Yağmur yağınca kütle vs toprağa eklince suyu bulanık kaygan vıcık balçık leke arabaya sıçrayan iğrenç kirletti kıvamlı balçık sıvalık çömlek batağan harç materyal cıvık madde şekil vs (5 hrfa)"
tr_kw_3614,KAYA,medium,24,REMOVE_CANDIDATE,"CLUE_CONTAINS_ANSWER; CLUE_SPAM_LONG; OVERLY_LONG_CLUE; TOKEN_REPETITION","Kocaman çok ağır dağdan filan düşüp koca taş kütleleri kayaç sert devasa vob blok sert ve paramparça olunca çakıl dağ kitle taş taşı blok kaya kaya granit vs taş blok ağır kaya parçası vs büyük taş dağ kitlesi falan","Kocaman çok ağır dağdan filan düşüp koca taş kütleleri kayaç sert devasa vob blok sert ve paramparça olunca çakıl dağ kitle taş taşı blok kaya kaya granit vs taş blok ağır kaya parçası vs büyük taş dağ kitlesi falan"
tr_kw_3615,TAŞ,easy,66,KEEP,"CLUE_CONTAINS_ANSWER","Kaldırımla yerle vs atılan filan kırık kırma taş mermer küçük pütürlü sert cisim ufak yontulup yapı inşaa kaya ufalı çakıl küçük ufak blok falan vb","Kaldırımla yerle vs atılan filan kırık kırma taş mermer küçük pütürlü sert cisim ufak yontulup yapı inşaa kaya ufalı çakıl küçük ufak blok falan vb"
tr_kw_3616,KUM,easy,24,REMOVE_CANDIDATE,"CLUE_CONTAINS_ANSWER; CLUE_SPAM_LONG; OVERLY_LONG_CLUE; TOKEN_REPETITION","Camında maddesi kumsal çöl yapı betonu falan ufacık minicik falan elek incecik silikon sapsarı beyaz vs plaj da parlaması falan kum tanesi kumsal vs tanelik taş çerçöp zerre parçacık koku silis vs çimento karışımı mikroskobik çakılımsılık ufak taş falan (3 Harf KUM)","Camında maddesi kumsal çöl yapı betonu falan ufacık minicik falan elek incecik silikon sapsarı beyaz vs plaj da parlaması falan kum tanesi kumsal vs tanelik taş çerçöp zerre parçacık koku silis vs çimento karışımı mikroskobik çakılımsılık ufak taş falan (3 Harf KUM)"
tr_kw_3617,AHŞAP,medium,24,REMOVE_CANDIDATE,"CLUE_CONTAINS_ANSWER; CLUE_SPAM_LONG; OVERLY_LONG_CLUE; TOKEN_REPETITION","Ağaç tahta marangoz dolabı bina kerestesinin evlerin eskie vs yapı vs parke filan vs organığı odundan cisme vb ve kaba doğla vb malzeme ve doğramalın kereste odunu ormansal ürün yapı ağaç vs suntası ve türü falan ahşap masa malzeme vs tür","Ağaç tahta marangoz dolabı bina kerestesinin evlerin eskie vs yapı vs parke filan vs organığı odundan cisme vb ve kaba doğla vb malzeme ve doğramalın kereste odunu ormansal ürün yapı ağaç vs suntası ve türü falan ahşap masa malzeme vs tür"
tr_kw_3618,CAM,easy,24,REMOVE_CANDIDATE,"CLUE_CONTAINS_ANSWER; CLUE_SPAM_LONG; OVERLY_LONG_CLUE; TOKEN_REPETITION","Kırılgandır ayna veya pencerelerde vb bardakda ve vs silisten ısıl fırınla yap şeffaf saydam vs kolay çizil vb ışık giren ev vazo saydamlık eşyası parlak kırık ve yapımı kesici cam porselen vs sarmal vs matris sert sivri parçalanan vs tabaka maden / (3 Harf CAM)","Kırılgandır ayna veya pencerelerde vb bardakda ve vs silisten ısıl fırınla yap şeffaf saydam vs kolay çizil vb ışık giren ev vazo saydamlık eşyası parlak kırık ve yapımı kesici cam porselen vs sarmal vs matris sert sivri parçalanan vs tabaka maden / (3 Harf CAM)"
