id,answer,clue_original,cleaned_clue,rewritten_clue,quality_score,decision,reasons,clue_word_count,answer_length,contains_meta,contains_answer_leak,profanity_hit,ambiguity_hit
"tr_kw_1975","ÖKÜZ","Tarlada çift sürmek vb. işlerde kullanılan hadım büyükbaş hayvan","Tarlada çift sürmek vb. işlerde kullanılan hadım büyükbaş hayvan","",100,"ACCEPT","+5 ideal length bonus",9,4,false,false,false,false
"tr_kw_1976","MANDA","Su sığırı olarak bilinen, hayvan","Su sığırı olarak bilinen, hayvan","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_1977","AT","Eskiden çok kullanılan koşum ve binek hayvanı","Eskiden çok kullanılan koşum ve binek hayvanı","",100,"ACCEPT","+5 ideal length bonus",7,2,false,false,false,false
"tr_kw_1978","EŞEK","İnatçılığıyla bilinen küçük yük hayvanı","İnatçılığıyla bilinen küçük yük hayvanı","",100,"ACCEPT","+5 ideal length bonus",5,4,false,false,false,false
"tr_kw_1979","KATIR","Karakteri babası eşek ile annesi atın birleşimi, dayanıklı hayvan","Karakteri babası eşek ile annesi atın birleşimi, dayanıklı hayvan","",100,"ACCEPT","+5 ideal length bonus",9,5,false,false,false,false
"tr_kw_1980","KÖPEK","İnsanın en sadık dostu","İnsanın en sadık dostu","",100,"ACCEPT","+5 ideal length bonus",4,5,false,false,false,false
"tr_kw_1981","KURT","Ormanlarda uluyan yırtıcı bir hayvan","Ormanlarda uluyan yırtıcı bir hayvan","",100,"ACCEPT","+5 ideal length bonus",5,4,false,false,false,false
"tr_kw_1982","ÇAKAL","Tilki ile kurt arası yırtıcı bir yaban hayvanı","Tilki ile kurt arası yırtıcı bir yaban hayvanı","",100,"ACCEPT","+5 ideal length bonus",8,5,false,false,false,false
"tr_kw_1983","TİLKİ","Kurnazlığı ile ünlü kızıla çalan orman hayvanı","Kurnazlığı ile ünlü kızıla çalan orman hayvanı","",100,"ACCEPT","+5 ideal length bonus",7,5,false,false,false,false
"tr_kw_1984","AYI","Kış uykusuna yatan iri memeli","Kış uykusuna yatan iri memeli","",100,"ACCEPT","+5 ideal length bonus",5,3,false,false,false,false
"tr_kw_1985","ASLAN","Ormanların kralı yeleli yırtıcı","Ormanların kralı yeleli yırtıcı","",100,"ACCEPT","+5 ideal length bonus",4,5,false,false,false,false
"tr_kw_1986","KAPLAN","Çizgili büyük kedi","Çizgili büyük kedi","",100,"ACCEPT","",3,6,false,false,false,false
"tr_kw_1987","PARS","Postu benekli, çok çevik yırtıcı hayvan","Postu benekli, çok çevik yırtıcı hayvan","",100,"ACCEPT","+5 ideal length bonus",6,4,false,false,false,false
"tr_kw_1988","LEOPAR","Pars ile yakın akraba benekli büyük kedi","Pars ile yakın akraba benekli büyük kedi","",100,"ACCEPT","+5 ideal length bonus",7,6,false,false,false,false
"tr_kw_1989","ÇİTA","Karada en hızlı koşan yırtıcı kedi","Karada en hızlı koşan yırtıcı kedi","",100,"ACCEPT","+5 ideal length bonus",6,4,false,false,false,false
"tr_kw_1990","FİL","Kocaman kulakları ve hortumuyla bilinen devasa hayvan","Kocaman kulakları ve hortumuyla bilinen devasa hayvan","",100,"ACCEPT","+5 ideal length bonus",7,3,false,false,false,false
"tr_kw_1991","GERGEDAN","Burnunun üstünde boynuzu olan iri kalın derili hayvan","Burnunun üstünde boynuzu olan iri kalın derili hayvan","",100,"ACCEPT","+5 ideal length bonus",8,8,false,false,false,false
"tr_kw_1992","HİPOPOTAM","Diğer adı 'su aygırı' olan, nehirlerde yaşayan dev","Diğer adı 'su aygırı' olan, nehirlerde yaşayan dev","",100,"ACCEPT","+5 ideal length bonus",8,9,false,false,false,false
"tr_kw_1993","ZÜRAFA","Boynu en uzun olan otçul memeli","Boynu en uzun olan otçul memeli","",100,"ACCEPT","+5 ideal length bonus",6,6,false,false,false,false
"tr_kw_1994","ZEBRA","Siyah ve beyaz çizgili Afrika atı","Siyah ve beyaz çizgili Afrika atı","",100,"ACCEPT","+5 ideal length bonus",6,5,false,false,false,false
"tr_kw_1995","KANGURU","Yavrularını kesesinde taşıyan sıçrayıcı Avustralya hayvanı","Yavrularını kesesinde taşıyan sıçrayıcı Avustralya hayvanı","",100,"ACCEPT","+5 ideal length bonus",6,7,false,false,false,false
"tr_kw_1996","KOALA","Okaliptüs yaprağı yiyen sevimli yavaş hayvan","Okaliptüs yaprağı yiyen sevimli yavaş hayvan","",100,"ACCEPT","+5 ideal length bonus",6,5,false,false,false,false
"tr_kw_1997","YILAN","Sürünerek ilerleyen uzun, ayakları olmayan zehirli hayvan","Sürünerek ilerleyen uzun, ayakları olmayan zehirli hayvan","",100,"ACCEPT","+5 ideal length bonus",7,5,false,false,false,false
"tr_kw_1998","TİMSAH","Sularda ve karada yaşayan güçlü çeneli büyük sürüngen","Sularda ve karada yaşayan güçlü çeneli büyük sürüngen","",100,"ACCEPT","+5 ideal length bonus",8,6,false,false,false,false
"tr_kw_1999","KERTENKELE","Kuyruğu koptuğunda yeniden çıkabilen küçük sürüngen","Kuyruğu koptuğunda yeniden çıkabilen küçük sürüngen","",100,"ACCEPT","+5 ideal length bonus",6,10,false,false,false,false
"tr_kw_2000","İGUANA","Yeşil renkli büyük egzotik kertenkele","Yeşil renkli büyük egzotik kertenkele","",100,"ACCEPT","+5 ideal length bonus",5,6,false,false,false,false
"tr_kw_2001","KAPLUMBAĞA","Ağır yürüyüşü ve sırtındaki sert kabuğuyla bilinen hayvan","Ağır yürüyüşü ve sırtındaki sert kabuğuyla bilinen hayvan","",100,"ACCEPT","+5 ideal length bonus",8,10,false,false,false,false
"tr_kw_2002","KURBAĞA","Vıraklayarak ses çıkaran amfibi","Vıraklayarak ses çıkaran amfibi","",100,"ACCEPT","+5 ideal length bonus",4,7,false,false,false,false
"tr_kw_2003","BALIK","Sularda solungaçlarıyla nefes alan canlı","Sularda solungaçlarıyla nefes alan canlı","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_2004","HAMSİ","Karadenizlilerin vazgeçilmezi küçük balık","Karadenizlilerin vazgeçilmezi küçük balık","",100,"ACCEPT","+5 ideal length bonus",4,5,false,false,false,false
"tr_kw_2005","İSTAVRİT","Küçük avcı balıklar arasında çok bilinen bir deniz balığı","Küçük avcı balıklar arasında çok bilinen bir deniz balığı","",100,"ACCEPT","+5 ideal length bonus",9,8,false,false,false,false
"tr_kw_2006","LÜFER","Denizin dişli ve saldırgan lezzetli balığı","Denizin dişli ve saldırgan lezzetli balığı","",100,"ACCEPT","+5 ideal length bonus",6,5,false,false,false,false
"tr_kw_2007","PALAMUT","Sırtında siyah çizgileri olan iri deniz balığı","Sırtında siyah çizgileri olan iri deniz balığı","",100,"ACCEPT","+5 ideal length bonus",7,7,false,false,false,false
"tr_kw_2008","KALKAN","Yassı yapıda, dikenli derisi olan lezzetli balık","Yassı yapıda, dikenli derisi olan lezzetli balık","",100,"ACCEPT","+5 ideal length bonus",7,6,false,false,false,false
"tr_kw_2009","FOK","Kuzey denizlerinde yaşayan deniz aslanı","Kuzey denizlerinde yaşayan deniz aslanı","",100,"ACCEPT","+5 ideal length bonus",5,3,false,false,false,false
"tr_kw_2010","BALİNA","Okyanuslarda yaşayan en büyük memeli","Okyanuslarda yaşayan en büyük memeli","",100,"ACCEPT","+5 ideal length bonus",5,6,false,false,false,false
"tr_kw_2011","YUNUS","İnsanlara sıcaklığı ile tanınan zeki deniz memelisi","İnsanlara sıcaklığı ile tanınan zeki deniz memelisi","",100,"ACCEPT","+5 ideal length bonus",7,5,false,false,false,false
"tr_kw_2012","MARTI","Sahilde bolca bulunan simit yiyen deniz kuşu","Sahilde bolca bulunan simit yiyen deniz kuşu","",100,"ACCEPT","+5 ideal length bonus",7,5,false,false,false,false
"tr_kw_2013","KARTAL","Gökyüzünün en güçlü yırtıcı kuşu, Beşiktaş'ın simgesi","Gökyüzünün en güçlü yırtıcı kuşu, Beşiktaş'ın simgesi","",100,"ACCEPT","+5 ideal length bonus",7,6,false,false,false,false
"tr_kw_2014","ŞAHİN","Yırtıcı ve hızlı uçan bir av kuşu","Yırtıcı ve hızlı uçan bir av kuşu","",100,"ACCEPT","+5 ideal length bonus",7,5,false,false,false,false
"tr_kw_2015","DOĞAN","Şahin benzeri pençeli av kuşu","Şahin benzeri pençeli av kuşu","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_2016","ATMACA","Yırtıcı türkülerde sık adı geçen avcı kuş","Yırtıcı türkülerde sık adı geçen avcı kuş","",100,"ACCEPT","+5 ideal length bonus",7,6,false,false,false,false
"tr_kw_2017","GÜVERCİN","Barışın simgesi sayılan beyazı ünlü kuş","Barışın simgesi sayılan beyazı ünlü kuş","",100,"ACCEPT","+5 ideal length bonus",6,8,false,false,false,false
"tr_kw_2018","KUMRU","İki âşığa benzetilen sadakatiyle bilinen kuş türü","İki âşığa benzetilen sadakatiyle bilinen kuş türü","",100,"ACCEPT","+5 ideal length bonus",7,5,false,false,false,false
"tr_kw_2019","SERÇE","Şehirlerde pır pır uçan minik boz renkli kuş","Şehirlerde pır pır uçan minik boz renkli kuş","",100,"ACCEPT","+5 ideal length bonus",8,5,false,false,false,false
"tr_kw_2020","BÜLBÜL","Güzel sesi ve güle olan aşkıyla meşhur kuş","Güzel sesi ve güle olan aşkıyla meşhur kuş","",100,"ACCEPT","+5 ideal length bonus",8,6,false,false,false,false
"tr_kw_2021","KANARYA","Kafeste beslenen ince güzel sesli sarı evcil kuş","Kafeste beslenen ince güzel sesli sarı evcil kuş","",100,"ACCEPT","+5 ideal length bonus",8,7,false,false,false,false
"tr_kw_2022","PAPAĞAN","İnsan sesini taklit etme yeteneğine sahip kuş","İnsan sesini taklit etme yeteneğine sahip kuş","",100,"ACCEPT","+5 ideal length bonus",7,7,false,false,false,false
"tr_kw_2023","BAYKUŞ","Akıllılığıyla ve başını çok fazla çevirebilmesiyle bilinen gece kuşu","Akıllılığıyla ve başını çok fazla çevirebilmesiyle bilinen gece kuşu","",100,"ACCEPT","",9,6,false,false,false,false
"tr_kw_2024","AĞAÇKAKAN","Gagasını gövdeye vurarak yuva kazan küçük kuş","Gagasını gövdeye vurarak yuva kazan küçük kuş","",100,"ACCEPT","+5 ideal length bonus",7,9,false,false,false,false
"tr_kw_2025","TAVUS","Erkeğinin kocaman yelpaze gibi kuyruğu olan şatafatlı kuş","Erkeğinin kocaman yelpaze gibi kuyruğu olan şatafatlı kuş","",100,"ACCEPT","+5 ideal length bonus",8,5,false,false,false,false
"tr_kw_2026","DEVEKUŞU","Uçamayan, koşucu başını kuma gömen dev kuş","Uçamayan, koşucu başını kuma gömen dev kuş","",100,"ACCEPT","+5 ideal length bonus",7,8,false,false,false,false
"tr_kw_2027","PENGUEN","Güney kutbunda yaşayan uçamayan, smokinlli buz kuşu","Güney kutbunda yaşayan uçamayan, smokinlli buz kuşu","",100,"ACCEPT","+5 ideal length bonus",7,7,false,false,false,false
"tr_kw_2028","SİNEK","Yazın çok rahatsız eden vızıldayan haşere","Yazın çok rahatsız eden vızıldayan haşere","",100,"ACCEPT","+5 ideal length bonus",6,5,false,false,false,false
"tr_kw_2029","SİVRİSİNEK","Kan emen, gece uyutmayan küçük böcek","Kan emen, gece uyutmayan küçük böcek","",100,"ACCEPT","+5 ideal length bonus",6,10,false,false,false,false
"tr_kw_2030","ARI","Bal yapan çalışkan böcek","Bal yapan çalışkan böcek","",100,"ACCEPT","+5 ideal length bonus",4,3,false,false,false,false
"tr_kw_2031","KARINCA","Toplu halde yaşayan küçücük çok çalışkan böcek","Toplu halde yaşayan küçücük çok çalışkan böcek","",100,"ACCEPT","+5 ideal length bonus",7,7,false,false,false,false
"tr_kw_2032","KELEBEK","Renkli kanatlarıyla bilinen tırtılın dönüşmüş hali","Renkli kanatlarıyla bilinen tırtılın dönüşmüş hali","",100,"ACCEPT","+5 ideal length bonus",6,7,false,false,false,false
"tr_kw_2033","GÜVE","Yünlü giyeceklere zarar veren kelebeğe benzer böcek","Yünlü giyeceklere zarar veren kelebeğe benzer böcek","",100,"ACCEPT","+5 ideal length bonus",7,4,false,false,false,false
"tr_kw_2034","AKREP","Zehirli iğnesi kuyruğunda olan eklembacaklı","Zehirli iğnesi kuyruğunda olan eklembacaklı","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_2035","ÖRÜMCEK","Ağ ören çok bacaklı eklembacaklı","Ağ ören çok bacaklı eklembacaklı","",100,"ACCEPT","+5 ideal length bonus",5,7,false,false,false,false
"tr_kw_2036","YENGEÇ","Makaraya benzeyen yan yan yürüyen deniz canlısı","Makaraya benzeyen yan yan yürüyen deniz canlısı","",100,"ACCEPT","+5 ideal length bonus",7,6,false,false,false,false
"tr_kw_2037","İSTİRİDYE","İçinden inci çıkan kabuklu deniz canlısı","İçinden inci çıkan kabuklu deniz canlısı","",100,"ACCEPT","+5 ideal length bonus",6,9,false,false,false,false
"tr_kw_2038","MİDYE","İç pilavla doldurulup bol limonla yenen sokak lezzeti","İç pilavla doldurulup bol limonla yenen sokak lezzeti","",100,"ACCEPT","+5 ideal length bonus",8,5,false,false,false,false
"tr_kw_2039","DENİZ","Okyanusların kıtalar arasındaki tuzlu su bölümü","Okyanusların kıtalar arasındaki tuzlu su bölümü","",100,"ACCEPT","+5 ideal length bonus",6,5,false,false,false,false
"tr_kw_2040","OKYANUS","Kıtalar arasındaki kocaman deniz","Kıtalar arasındaki kocaman deniz","",100,"ACCEPT","+5 ideal length bonus",4,7,false,false,false,false
"tr_kw_2041","ADA","Dört tarafı suyla çevrili kara parçası","Dört tarafı suyla çevrili kara parçası","",100,"ACCEPT","+5 ideal length bonus",6,3,false,false,false,false
"tr_kw_2042","YARIMADA","Üç tarafı suyla çevrili çıkıntı halindeki topraklar","Üç tarafı suyla çevrili çıkıntı halindeki topraklar","",100,"ACCEPT","+5 ideal length bonus",7,8,false,false,false,false
"tr_kw_2043","KITA","Büyük toprak ve kara kütlesi","Büyük toprak ve kara kütlesi","",100,"ACCEPT","+5 ideal length bonus",5,4,false,false,false,false
"tr_kw_2044","DAĞ","Çevresine göre oldukça yüksek olan büyük yükselti","Çevresine göre oldukça yüksek olan büyük yükselti","",100,"ACCEPT","+5 ideal length bonus",7,3,false,false,false,false
"tr_kw_2045","TEPE","Dağdan küçük, tümsek şeklindeki doğal yükselti","Dağdan küçük, tümsek şeklindeki doğal yükselti","",100,"ACCEPT","+5 ideal length bonus",6,4,false,false,false,false
"tr_kw_2046","YAYLA","Dağların ya da yüksek tepelerin arasındaki düzlük alan","Dağların ya da yüksek tepelerin arasındaki düzlük alan","",100,"ACCEPT","+5 ideal length bonus",8,5,false,false,false,false
"tr_kw_2047","OVA","Tarım yapılan çevreye göre alçakta kalan düzlük","Tarım yapılan çevreye göre alçakta kalan düzlük","",100,"ACCEPT","+5 ideal length bonus",7,3,false,false,false,false
"tr_kw_2048","VADİ","Akarsuların aşındırıp açtığı derinlik, koyak","Akarsuların aşındırıp açtığı derinlik, koyak","",100,"ACCEPT","+5 ideal length bonus",5,4,false,false,false,false
"tr_kw_2049","NEHİR","Geniş boyutlu uzun akarsu","Geniş boyutlu uzun akarsu","",100,"ACCEPT","+5 ideal length bonus",4,5,false,false,false,false
"tr_kw_2050","IRMAK","Nehrin eş anlamlısı, suların denize döküldüğü büyük yatak","Nehrin eş anlamlısı, suların denize döküldüğü büyük yatak","",100,"ACCEPT","+5 ideal length bonus",8,5,false,false,false,false
"tr_kw_2051","DERE","İçinde az su akan ufak akarsu yatağı","İçinde az su akan ufak akarsu yatağı","",100,"ACCEPT","+5 ideal length bonus",7,4,false,false,false,false
"tr_kw_2052","ÇAY","Dereden büyük, ırmaktan küçük akarsu","Dereden büyük, ırmaktan küçük akarsu","",100,"ACCEPT","+5 ideal length bonus",5,3,false,false,false,false
"tr_kw_2053","GÖLET","Küçük boyutlu gölçüklere verilen ad","Küçük boyutlu gölçüklere verilen ad","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_2054","ŞELALE","Suyun yüksek bir yerden coşkuyla döküldüğü yer","Suyun yüksek bir yerden coşkuyla döküldüğü yer","",100,"ACCEPT","+5 ideal length bonus",7,6,false,false,false,false
"tr_kw_2055","BARAJ","Elektrik üretmek veya suyu tutmak için yapılan set","Elektrik üretmek veya suyu tutmak için yapılan set","",100,"ACCEPT","+5 ideal length bonus",8,5,false,false,false,false
"tr_kw_2056","YAĞMUR","Bulutlardan yeryüzüne düşen su damlaları","Bulutlardan yeryüzüne düşen su damlaları","",100,"ACCEPT","+5 ideal length bonus",5,6,false,false,false,false
"tr_kw_2057","KAR","Soğuk zamanlarda yağan beyaz renkli dondurucu taneler","Soğuk zamanlarda yağan beyaz renkli dondurucu taneler","",100,"ACCEPT","+5 ideal length bonus",7,3,false,false,false,false
"tr_kw_2058","DOLU","Su damlalarının donarak yeryüzüne düşmesi","Su damlalarının donarak yeryüzüne düşmesi","",100,"ACCEPT","+5 ideal length bonus",5,4,false,false,false,false
"tr_kw_2059","SİS","Görüş mesafesini azaltan bulut benzeri yoğun nem","Görüş mesafesini azaltan bulut benzeri yoğun nem","",100,"ACCEPT","+5 ideal length bonus",7,3,false,false,false,false
"tr_kw_2060","ÇİĞ","Sabahları bitkilerin yapraklarındaki minik su damlası","Sabahları bitkilerin yapraklarındaki minik su damlası","",100,"ACCEPT","+5 ideal length bonus",6,3,false,false,false,false
"tr_kw_2061","KIRAĞI","Soğuk havada yüzeylerde donarak beyazlık oluşturan nem","Soğuk havada yüzeylerde donarak beyazlık oluşturan nem","",100,"ACCEPT","+5 ideal length bonus",7,6,false,false,false,false
"tr_kw_2062","RÜZGAR","Havanın yer değiştirmesiyle oluşan esinti","Havanın yer değiştirmesiyle oluşan esinti","",100,"ACCEPT","+5 ideal length bonus",5,6,false,false,false,false
"tr_kw_2063","LODOS","Güneybatıdan esen sıcak rüzgar","Güneybatıdan esen sıcak rüzgar","",100,"ACCEPT","+5 ideal length bonus",4,5,false,false,false,false
"tr_kw_2064","POYRAZ","Kuzeydoğudan esen soğuk rüzgar","Kuzeydoğudan esen soğuk rüzgar","",100,"ACCEPT","+5 ideal length bonus",4,6,false,false,false,false
"tr_kw_2065","FIRTINA","Şiddetli esen ve hasar verebilen güçlü hava olayı","Şiddetli esen ve hasar verebilen güçlü hava olayı","",100,"ACCEPT","+5 ideal length bonus",8,7,false,false,false,false
"tr_kw_2066","KASIRGA","Tropikal bölgelerde görülen aşırı güçlü girdaplı rüzgar","Tropikal bölgelerde görülen aşırı güçlü girdaplı rüzgar","",100,"ACCEPT","+5 ideal length bonus",7,7,false,false,false,false
"tr_kw_2067","HORTUM","Dönerek gökyüzüne uzanan rüzgarın yıkıcı etkisi","Dönerek gökyüzüne uzanan rüzgarın yıkıcı etkisi","",100,"ACCEPT","+5 ideal length bonus",6,6,false,false,false,false
"tr_kw_2068","GÜNEŞ","Dünyamızı ısıtan ve aydınlatan büyük yıldız","Dünyamızı ısıtan ve aydınlatan büyük yıldız","",100,"ACCEPT","+5 ideal length bonus",6,5,false,false,false,false
"tr_kw_2069","AY","Geceleri dünyamızı aydınlatan tek doğal uydumuz","Geceleri dünyamızı aydınlatan tek doğal uydumuz","",100,"ACCEPT","+5 ideal length bonus",6,2,false,false,false,false
"tr_kw_2070","YILDIZ","Gökyüzünde parlak noktalar olarak görülen gök cimi","Gökyüzünde parlak noktalar olarak görülen gök cimi","",100,"ACCEPT","+5 ideal length bonus",7,6,false,false,false,false
"tr_kw_2071","GEZEGEN","Güneşin etrafında dönen büyük gök cisimleri","Güneşin etrafında dönen büyük gök cisimleri","",100,"ACCEPT","+5 ideal length bonus",6,7,false,false,false,false
"tr_kw_2072","METEOR","Göktaşı","Göktaşı","Göktaşı",60,"FIX","Clue too short (1 words, need ≥3); Single-word clue",1,6,false,false,false,false
"tr_kw_2073","KAYAN","Atmosfere girip yanan göktaşı; ... yıldız","Atmosfere girip yanan göktaşı; ... yıldız","",100,"ACCEPT","+5 dual-meaning bonus; +5 ideal length bonus",6,5,false,false,false,false
"tr_kw_2074","GÖKADA","Yıldızların, gaz ve toz bulutlarının devasa sistemi, galaksi","Yıldızların, gaz ve toz bulutlarının devasa sistemi, galaksi","",100,"ACCEPT","+5 ideal length bonus",8,6,false,false,false,false
"tr_kw_2075","EVREN","Tüm uzay zamanın ve içindekilerin topluluğu, kâinat","Tüm uzay zamanın ve içindekilerin topluluğu, kâinat","",100,"ACCEPT","+5 ideal length bonus",7,5,false,false,false,false
"tr_kw_2076","UZAY","Dünya dışındaki sonsuz boşluk","Dünya dışındaki sonsuz boşluk","",100,"ACCEPT","+5 ideal length bonus",4,4,false,false,false,false
"tr_kw_2077","BAHAR","Kıştan yaza ve yazdan kışa geçiş mevsimi","Kıştan yaza ve yazdan kışa geçiş mevsimi","",100,"ACCEPT","+5 ideal length bonus",7,5,false,false,false,false
"tr_kw_2078","İLKBAHAR","Ağaçların çiçek açtığı uyanış mevsimi","Ağaçların çiçek açtığı uyanış mevsimi","",100,"ACCEPT","+5 ideal length bonus",5,8,false,false,false,false
"tr_kw_2079","SONBAHAR","Yaprakların döküldüğü sararma mevsimi","Yaprakların döküldüğü sararma mevsimi","",100,"ACCEPT","+5 ideal length bonus",4,8,false,false,false,false
"tr_kw_2080","YAZ","Okulların tatil olduğu en sıcak mevsim","Okulların tatil olduğu en sıcak mevsim","",100,"ACCEPT","+5 ideal length bonus",6,3,false,false,false,false
"tr_kw_2081","KIŞ","Kar yağışlı geçen en soğuk mevsim","Kar yağışlı geçen en soğuk mevsim","",100,"ACCEPT","+5 ideal length bonus",6,3,false,false,false,false
"tr_kw_2082","OCAK","Yılın ilk ayı","Yılın ilk ayı","",100,"ACCEPT","",3,4,false,false,false,false
"tr_kw_2083","ŞUBAT","Dört yılda bir 29 çeken en kısa ay","Dört yılda bir 29 çeken en kısa ay","",100,"ACCEPT","+5 ideal length bonus",8,5,false,false,false,false
"tr_kw_2084","MART","Kapıdan baktırıp kazma kürek yaktıran ay","Kapıdan baktırıp kazma kürek yaktıran ay","",100,"ACCEPT","+5 ideal length bonus",6,4,false,false,false,false
"tr_kw_2085","NİSAN","23 ... Ulusal Egemenlik ve Çocuk Bayramı kutlanan ay","23 ... Ulusal Egemenlik ve Çocuk Bayramı kutlanan ay","",100,"ACCEPT","+5 ideal length bonus",9,5,false,false,false,false
"tr_kw_2086","MAYIS","İlkbaharın son ayı","İlkbaharın son ayı","",100,"ACCEPT","",3,5,false,false,false,false
"tr_kw_2087","HAZİRAN","Karnelerin alındığı, yazın başlangıcı","Karnelerin alındığı, yazın başlangıcı","",100,"ACCEPT","+5 ideal length bonus",4,7,false,false,false,false
"tr_kw_2088","TEMMUZ","Yılın yedinci ve en sıcak aylarından","Yılın yedinci ve en sıcak aylarından","",100,"ACCEPT","+5 ideal length bonus",6,6,false,false,false,false
"tr_kw_2089","AĞUSTOS","30 ... Zafer Bayramı kutlaması olan sıcak ay","30 ... Zafer Bayramı kutlaması olan sıcak ay","",100,"ACCEPT","+5 ideal length bonus",8,7,false,false,false,false
"tr_kw_2090","EYLÜL","Okulların açıldığı sonbaharın ilk ayı","Okulların açıldığı sonbaharın ilk ayı","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_2091","EKİM","Cumhuriyet'in ilan edildiği ay","Cumhuriyet'in ilan edildiği ay","",100,"ACCEPT","+5 ideal length bonus",4,4,false,false,false,false
"tr_kw_2092","KASIM","Mustafa Kemal Atatürk'ün vefat ettiği ay","Mustafa Kemal Atatürk'ün vefat ettiği ay","",100,"ACCEPT","+5 ideal length bonus",6,5,false,false,false,false
"tr_kw_2093","ARALIK","Yılın on ikinci ve son ayı","Yılın on ikinci ve son ayı","",100,"ACCEPT","+5 ideal length bonus",6,6,false,false,false,false
"tr_kw_2094","GÜN","Dünyanın kendi etrafında tam bir dönüş yapmasıyla geçen 24 saat","Dünyanın kendi etrafında tam bir dönüş yapmasıyla geçen 24 saat","",100,"ACCEPT","+5 ideal length bonus",10,3,false,false,false,false
"tr_kw_2095","HAFTA","Yedi günden oluşan zaman birimi","Yedi günden oluşan zaman birimi","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_2096","AY","Ortalama 30 günden oluşan, bir yılın on ikide biri","Ortalama 30 günden oluşan, bir yılın on ikide biri","",100,"ACCEPT","+5 ideal length bonus",9,2,false,false,false,false
"tr_kw_2097","YIL","Güneşin etrafında dünyamızın tam bir tur attığı ve 365 gün süren zaman","Güneşin etrafında dünyamızın tam bir tur attığı ve 365 gün süren zaman","",100,"ACCEPT","",12,3,false,false,false,false
"tr_kw_2098","ASIR","Yüzyıl süresi","Yüzyıl süresi","Yüzyıl süresi",75,"FIX","Clue too short (2 words, need ≥3)",2,4,false,false,false,false
"tr_kw_2099","MİLENYUM","Bin yıllık dönemi ifade eden sözcük","Bin yıllık dönemi ifade eden sözcük","",100,"ACCEPT","+5 ideal length bonus",6,8,false,false,false,false
"tr_kw_2100","SABAH","Güneşin doğduğu günün ilk vakti","Güneşin doğduğu günün ilk vakti","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_2101","ÖĞLE","Güneşin tepede olduğu günün ortası","Güneşin tepede olduğu günün ortası","",100,"ACCEPT","+5 ideal length bonus",5,4,false,false,false,false
"tr_kw_2102","İKİNDİ","Öğle ile akşam arasındaki süre","Öğle ile akşam arasındaki süre","",100,"ACCEPT","+5 ideal length bonus",5,6,false,false,false,false
"tr_kw_2103","AKŞAM","Güneşin battığı saatler","Güneşin battığı saatler","",100,"ACCEPT","+5 ideal length bonus",3,5,false,false,false,false
"tr_kw_2104","GECE","Güneş battıktan sonraki karanlık zaman dilimi","Güneş battıktan sonraki karanlık zaman dilimi","",100,"ACCEPT","+5 ideal length bonus",6,4,false,false,false,false
"tr_kw_2105","BUGÜN","İçinde bulunduğumuz gün","İçinde bulunduğumuz gün","",100,"ACCEPT","+5 ideal length bonus",3,5,false,false,false,false
"tr_kw_2106","YARIN","İçinde bulunduğumuz günden bir sonraki gün","İçinde bulunduğumuz günden bir sonraki gün","",100,"ACCEPT","+5 ideal length bonus",6,5,false,false,false,false
"tr_kw_2107","DÜN","İçinde bulunduğumuz günden bir önceki gün","İçinde bulunduğumuz günden bir önceki gün","",100,"ACCEPT","+5 ideal length bonus",6,3,false,false,false,false
"tr_kw_2108","EVVELSİ","Dünden bir önceki gün için kullanılan kelime","Dünden bir önceki gün için kullanılan kelime","",100,"ACCEPT","+5 ideal length bonus",7,7,false,false,false,false
"tr_kw_2109","GELECEK","İleride yaşanacak zamanların tümü, istikbal","İleride yaşanacak zamanların tümü, istikbal","",100,"ACCEPT","+5 ideal length bonus",5,7,false,false,false,false
"tr_kw_2110","GEÇMİŞ","Bugünden önce yaşanan zamanlar, mazi","Bugünden önce yaşanan zamanlar, mazi","",100,"ACCEPT","+5 ideal length bonus",5,6,false,false,false,false
"tr_kw_2111","ŞİMDİ","İçinde bulunulan an, şu an","İçinde bulunulan an, şu an","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_2112","AN","Zamanın ayrılamaz kısa parçası","Zamanın ayrılamaz kısa parçası","",100,"ACCEPT","+5 ideal length bonus",4,2,false,false,false,false
"tr_kw_2113","SAAT","Altmış dakikayı ifade eden birim","Altmış dakikayı ifade eden birim","",100,"ACCEPT","+5 ideal length bonus",5,4,false,false,false,false
"tr_kw_2114","DAKİKA","Altmış saniyeyi oluşturan zaman birimi","Altmış saniyeyi oluşturan zaman birimi","",100,"ACCEPT","+5 ideal length bonus",5,6,false,false,false,false
